https://www.eltiempo.com/mundo/eeuu-y-canada/visa-a-estados-unidos-asi-puede-obtener-una-de-inversionista-para-viajar-840220,2024-01-02 04:45:00,Visa a Estados Unidos : así puede obtener una de inversionista para viajar - EEUU - Internacional
https://www.eltiempo.com/economia/sectores/colombianos-tendran-un-alivio-en-alzas-que-llegan-con-el-inicio-del-2024-840670,2024-01-02 04:45:00,Colombianos tendrán un alivio en alzas que llegan con el inicio del 2024 - Sectores - Economía
https://www.eltiempo.com/economia/sectores/peajes-y-arriendos-subiran-en-el-2024-con-el-dato-de-la-inflacion-840681,2024-01-02 04:45:00,Peajes y arriendos subirán en el 2024 con el dato de la inflación - Sectores - Economía
https://www.eltiempo.com/opinion/editorial/editorial-de-el-tiempo-del-2-de-enero-de-2024-el-salario-minimo-840674,2024-01-02 02:45:00,Editorial de EL TIEMPO del 2 de enero de 2024 : El salario mínimo - Editorial - Opinión
https://www.eltiempo.com/economia/sectores/fenalco-sobre-salario-minimo-es-un-alza-para-complacer-mas-a-las-centrales-obreras-840362,2024-01-02 12:15:00,Fenalco sobre salario mínimo :  Es un alza para complacer más a las centrales obrera - Sectores - Economía
https://www.eltiempo.com/vida/educacion/novedades-del-decreto-sobre-la-gratuidad-en-la-educacion-superior-publica-840672,2024-01-02 04:45:00,Novedades del decreto sobre la gratuidad en la educación superior pública - Educación - Vida
https://www.eltiempo.com/opinion/editorial/editorial-de-el-tiempo-del-2-de-enero-de-2024-cuidar-el-turismo-840675,2024-01-02 02:45:00,Editorial de EL TIEMPO del 2 de enero de 2024 : Cuidar el turismo - Editorial - Opinión
https://www.eltiempo.com/bogota/carlos-fernando-galan-minuto-a-minuto-de-la-posesion-del-alcalde-de-840543,2024-01-01 15:00:00,Carlos Fernando Galán : Minuto a minuto de la posesión del alcalde de Bogotá - Bogotá
https://www.eltiempo.com/economia/sectores/este-es-el-incremento-que-tendran-las-cuotas-moderadoras-y-copagos-de-las-eps-en-2024-840562,2024-01-01 17:45:00,Este es el incremento que tendrán las cuotas moderadoras y copagos de las EPS en 2024 - Sectores - Economía
https://www.eltiempo.com/colombia/cali/alejandro-eder-aseguro-que-recibe-una-ciudad-peor-de-lo-que-imaginamos-840527,2024-01-02 00:00:00,Alejandro Eder aseguró que recibe una ciudad  peor de lo que imaginamo  - Cali - Colombia
https://www.eltiempo.com/mundo/latinoamerica/brasil-lula-da-silva-cumple-un-ano-de-gobierno-estos-son-sus-retos-y-logros-840513,2024-01-02 04:45:00,Brasil : Lula da Silva cumple un año de gobierno : estos son sus retos y logros - Latinoamérica - Internacional
https://www.eltiempo.com/colombia/medellin/antioquia-este-es-el-gabinete-de-andres-julian-rendon-en-la-gobernacion-839846,2024-01-01 15:00:00,Antioquia : este es el gabinete de Andrés Julián Rendón en la Gobernación - Medellín - Colombia
https://www.eltiempo.com/colombia/medellin/metro-de-medellin-un-viaje-desde-la-cabina-de-mando-de-los-trenes-840624,2024-01-02 04:45:00,Metro de Medellín : un viaje desde la cabina de mando de los trenes - Medellín - Colombia
https://www.eltiempo.com/bogota/alcalde-de-carlos-fernando-galan-discurso-completo-de-su-posesion-840586,2024-01-01 21:00:00,Alcalde de Bogotá Carlos Fernando Galán : discurso completo de su posesión - Bogotá
https://www.eltiempo.com/economia/sector-financiero/prestamos-asi-puede-conseguir-un-fiador-en-el-mercado-financiero-855284,2024-02-15 19:00:00,Préstamos : así puede conseguir un fiador en el mercado financiero - Sector Financiero - Economía
https://www.eltiempo.com/colombia/como-seran-las-ciudades-de-en-50-anos-segun-la-inteligencia-artificial-851201,2024-02-05 03:30:00," ¿ Cómo serán las ciudades de Colombia en 50 años , según la inteligencia artificial ? - Colombia"
